web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,goal,Raised,people,time,updates,updates-href,createdby,shares
"1543705166-211","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/londonewcastle-charity","https://d2g8igdw686xgo.cloudfront.net/34183938_1541173444440829_r.jpeg","of £25,000 goal","£13,991","36","Raised by 36 people in 29 days","Updates   2","https://www.gofundme.com/londonewcastle-charity#updates","Created November 2, 2018","87"
"1543706585-711","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/2rcrbh8","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/14870251_1474922625.3838.jpg","of $50,000 goal","$19,309","96","Raised by 96 people in 26 months","Updates   1","https://www.gofundme.com/2rcrbh8#updates","null","332"
"1543705671-375","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/mjnhhq-charity-of-choice","https://d2g8igdw686xgo.cloudfront.net/34750130_1543012524461568_r.jpeg","of $500 goal","$341","10","Raised by 10 people in 9 days","Updates   2","https://www.gofundme.com/mjnhhq-charity-of-choice#updates","Created November 21, 2018","40"
"1543705194-220","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/continuous-charity-for-mum","https://d2g8igdw686xgo.cloudfront.net/34159000_1541082562551399_r.jpeg","of £20,000 goal","£8,100","111","Raised by 111 people in 1 month","Updates   1","https://www.gofundme.com/continuous-charity-for-mum#updates","Created November 1, 2018","99"
"1543704665-61","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/mayorscharities","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/14265755_1473932471.0398.jpg","of £5,000 goal","£535","20","Raised by 20 people in 27 months","Updates   1","https://www.gofundme.com/mayorscharities#updates","null","58"
"1543706601-717","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/sam-ford039s-coming-home-charity-walk","https://d2g8igdw686xgo.cloudfront.net/33500198_1538706740367000_r.jpeg","of $25,000 goal","$15,950","130","Raised by 130 people in 1 month","Updates   1","https://www.gofundme.com/sam-ford039s-coming-home-charity-walk#updates","Created October 5, 2018","1K"
"1543706744-772","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/step-one-charity-skydive","https://d2g8igdw686xgo.cloudfront.net/32557112_1535623225956475_r.jpeg","of £145 goal","£132","12","Raised by 12 people in 3 months","null","","Created August 30, 2018","48"
"1543704593-39","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/exotic-animal-charity-needs-help","https://d2g8igdw686xgo.cloudfront.net/28109630_15199956340_r.jpeg","of £10,000 goal","£481","23","Raised by 23 people in 9 months","Updates   1","https://www.gofundme.com/exotic-animal-charity-needs-help#updates","Created March 2, 2018","90"
"1543705360-270","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/charity-for-ronika-smile","https://d2g8igdw686xgo.cloudfront.net/31810746_1533158945388232_r.jpeg","of $2,000 goal","$2,050","34","Raised by 34 people in 4 months","null","","Created August 1, 2018","261"
"1543707066-890","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/john-amp-donna-do-1-month-sober","https://d2g8igdw686xgo.cloudfront.net/34102828_1540855484381584_r.jpeg","of $700 goal","$1,090","34","Raised by 34 people in 1 month","null","","Created October 29, 2018","207"
"1543705992-485","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/charity039s-journey","https://d2g8igdw686xgo.cloudfront.net/32202402_1534452922625847_r.jpeg","raised","$555","null","null","null","","null","null"
"1543707153-922","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/5e66dtc","https://d2g8igdw686xgo.cloudfront.net/29061420_15234819210_r.jpg","of $4,000 goal","$3,555","58","Raised by 58 people in 7 months","Updates   1","https://www.gofundme.com/5e66dtc#updates","Created April 11, 2018","276"
"1543704468-4","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/occ-charity-bib-maladies-rares","https://d2g8igdw686xgo.cloudfront.net/17516528_1484653219.9891.jpg","of €2,000 goal","€2,290","50","Raised by 50 people in 22 months","Updates   5","https://www.gofundme.com/occ-charity-bib-maladies-rares#updates","null","200"
"1543704904-133","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/recording-an-album-for-charity","https://d2g8igdw686xgo.cloudfront.net/16625944_1481250423.9831.jpg","of $4,000 goal","$1,140","32","Raised by 32 people in 24 months","Updates   5","https://www.gofundme.com/recording-an-album-for-charity#updates","null","343"
"1543704914-136","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/JadesSponsoredBungeeJump","https://d2g8igdw686xgo.cloudfront.net/30893366_1531210002761488_r.jpg","of £200 goal","£251","17","Raised by 17 people in 5 months","null","","Created June 27, 2018","29"
"1543705385-277","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/patrick-comleys-fund","https://d2g8igdw686xgo.cloudfront.net/26549966_1514491302.9751.jpg","of $5,000 goal","$3,620","55","Raised by 55 people in 11 months","Updates   2","https://www.gofundme.com/patrick-comleys-fund#updates","Created December 28, 2017","290"
"1543704721-77","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/pgy45c","https://d2g8igdw686xgo.cloudfront.net/35002586_1543661086258300_r.jpeg","of £40 goal","£100","9","Raised by 9 people in 11 hours","null","","Created December 1, 2018","25"
"1543706983-861","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/rykers-hurricane-charity","https://d2g8igdw686xgo.cloudfront.net/24047072_1505948781.9651.jpg","of $10,000 goal","$3,270","55","Raised by 55 people in 14 months","Updates   3","https://www.gofundme.com/rykers-hurricane-charity#updates","Created September 20, 2017","566"
"1543706245-581","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/charities-for-africa-orphans-help","https://d2g8igdw686xgo.cloudfront.net/25001664_15093750300_r.jpg","of $10,000 goal","$1,434","30","Raised by 30 people in 13 months","Updates   4","https://www.gofundme.com/charities-for-africa-orphans-help#updates","Created October 29, 2017","552"
"1543707031-878","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/mikealcaidecharityforfamilies","https://d2g8igdw686xgo.cloudfront.net/33916664_1540174790870884_r.jpeg","of $20,000 goal","$5,635","40","Raised by 40 people in 1 month","Updates   1","https://www.gofundme.com/mikealcaidecharityforfamilies#updates","Created October 21, 2018","89"
"1543705824-427","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/dreadlocks-gone-for-charity","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/19760764_14926005390_r.jpg","of $5,000 goal","$3,650","64","Raised by 64 people in 19 months","null","","null","388"
"1543704539-25","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/astins-birthday-wish","https://d2g8igdw686xgo.cloudfront.net/27626816_15182093880_r.jpeg","of $500 goal","$500","13","Raised by 13 people in 9 months","null","","Created February 9, 2018","31"
"1543706068-513","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/markies-charity-fund","https://d2g8igdw686xgo.cloudfront.net/19915492_1493220003.3455.jpg","of £10,000 goal","£5,906","100","Raised by 100 people in 19 months","null","","null","320"
"1543705503-313","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/charity-for-chris-to-beat-cancer","https://d2g8igdw686xgo.cloudfront.net/20452756_1494989176.9246.jpg","of $7,100 goal","$4,900","27","Raised by 27 people in 18 months","Updates   8","https://www.gofundme.com/charity-for-chris-to-beat-cancer#updates","null","187"
"1543704855-117","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/5ppigy8","https://d2g8igdw686xgo.cloudfront.net/30788164_1530825029253755_r.jpg","of £300 goal","£733","38","Raised by 38 people in 5 months","null","","Created July 4, 2018","58"
"1543707354-997","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/paul-evans-charity-football-game-fundraising","https://d2g8igdw686xgo.cloudfront.net/34630148_1542578563153330_r.jpeg","of £3,000 goal","£3,020","127","Raised by 127 people in 11 days","null","","Created November 20, 2018","1K"
"1543706936-842","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/CNSxADL18","https://d2g8igdw686xgo.cloudfront.net/31326630_1531622670602891_r.jpeg","of £2,000 goal","£1,046","55","Raised by 55 people in 4 months","null","","Created July 14, 2018","251"
"1543705201-222","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/5hai880","https://d2g8igdw686xgo.cloudfront.net/29528424_1529520054497754_r.jpg","raised","£465","null","null","null","","null","null"
"1543707190-934","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/jayme-potter-funeral-expenses","https://d2g8igdw686xgo.cloudfront.net/28580156_15217407660_r.jpeg","of $10,000 goal","$715","14","Raised by 14 people in 8 months","Updates   1","https://www.gofundme.com/jayme-potter-funeral-expenses#updates","Created March 22, 2018","404"
"1543706580-709","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/santiago-family-charity-fund","https://d2g8igdw686xgo.cloudfront.net/23023898_15044526340_r.jpg","of $40,000 goal","$13,020","167","Raised by 167 people in 15 months","Updates   1","https://www.gofundme.com/santiago-family-charity-fund#updates","Created August 14, 2017","710"
"1543707003-868","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/GO4BalkanCharity","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/1421218_1401060475.2302.jpg","of €50,000 goal","€22,726","1,811","Raised by 1,811 people in 55 months","Updates   2","https://www.gofundme.com/GO4BalkanCharity#updates","null","2.3k"
"1543707217-944","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/flhs-88-alumni-charity-game-2017","https://d2g8igdw686xgo.cloudfront.net/17903600_1485918633.3778.jpg","of $4,588 goal","$5,148","62","Raised by 62 people in 22 months","Updates   15","https://www.gofundme.com/flhs-88-alumni-charity-game-2017#updates","null","209"
"1543705388-278","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/mentalhealthiseverything","https://d2g8igdw686xgo.cloudfront.net/20770686_1496174189.1134.jpg","of £1,000 goal","£723","36","Raised by 36 people in 18 months","null","","Created May 30, 2017","11"
"1543704690-68","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/losing-weight-for-charity","https://d2g8igdw686xgo.cloudfront.net/21791536_1499684660.5142.jpg","of $500 goal","$366","19","Raised by 19 people in 16 months","Updates   4","https://www.gofundme.com/losing-weight-for-charity#updates","Created July 10, 2017","121"
"1543706489-674","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/nfinite2018","https://d2g8igdw686xgo.cloudfront.net/32793276_1536373573403715_r.jpeg","of $15,000 goal","$3,800","45","Raised by 45 people in 2 months","null","","Created September 7, 2018","55"
"1543706998-866","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/atticus-dpig-amp-brain-tumor-charity","https://d2g8igdw686xgo.cloudfront.net/32160470_154116169564252_r.jpg","of £15,000 goal","£12,110","293","Raised by 293 people in 3 months","Updates   10","https://www.gofundme.com/atticus-dpig-amp-brain-tumor-charity#updates","Created August 15, 2018","437"
"1543706828-804","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/45w22i0","https://d2g8igdw686xgo.cloudfront.net/22433922_15006629710_r.jpg","of $10,000 goal","$4,799","82","Raised by 82 people in 16 months","null","","Created July 21, 2017","351"
"1543706334-615","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/unite-the-fight-for-lgbt-charities","https://d2g8igdw686xgo.cloudfront.net/32045320_1533928955648661_r.jpeg","of $5,000 goal","$5,000","51","Raised by 51 people in 3 months","Updates   2","https://www.gofundme.com/unite-the-fight-for-lgbt-charities#updates","Created August 10, 2018","120"
"1543706491-675","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/kendall-samson-funeral-fund","https://d2g8igdw686xgo.cloudfront.net/21615278_1498241457.756.jpg","of $12,000 goal","$2,885","67","Raised by 67 people in 17 months","null","","Created June 23, 2017","1.7k"
"1543707233-950","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/charity-grace","https://d2g8igdw686xgo.cloudfront.net/22877358_15022285630_r.jpeg","of $1,000 goal","$1,000","21","Raised by 21 people in 16 months","Updates   2","https://www.gofundme.com/charity-grace#updates","Created August 8, 2017","443"
"1543706772-783","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/freyas-baby-shower-for-charity","https://d2g8igdw686xgo.cloudfront.net/34100984_154204510856410_r.jpeg","of £500 goal","£403","24","Raised by 24 people in 1 month","null","","Created October 29, 2018","120"
"1543704555-30","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/2zjnp-charity-skydive","https://d2g8igdw686xgo.cloudfront.net/31062644_1530700442978312_r.jpeg","raised","€170","null","null","null","","null","null"
